Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Cefalosporinas;DDD Consumidas dos Restantes Antibióticos;Peso
2023-04;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;4995;18642;0.2113283022387017
2023-04;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1018;4412;0.18750013699741133
2023-04;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;58;209;0.21801242236024843
2023-05;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;97;198;0.32844243792325056
2023-05;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;2;0;0.760869565217391
2023-05;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1757;6546;0.2116662508154255
2023-05;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;769;1738;0.3067199893650019
2023-05;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;1490;4538;0.2472731437236891
2023-05;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;2610;8092;0.24390105537918141
2023-05;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;2888;6433;0.3098313833689741
2023-05;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;1862;6112;0.23354110888100504
2023-05;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;2539;5905;0.3007357950674479
2023-05;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;522;2884;0.1534707508825127
2023-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3869;10356;0.27197956918552074
2023-05;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;2530;11313;0.18281133578126646
2023-05;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;283;975;0.22521100535901645
2023-05;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1132;4728;0.19317993692838176
2023-06;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;150;251;0.3746443812233285
2023-06;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;4;4;0.4722222222222222
2023-06;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;1059;3665;0.22427860696517374
2023-06;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;635;1551;0.29046345236560506
2023-06;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1191;3978;0.23041639130604988
2023-06;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;250;2138;0.10484513891657045
2023-06;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;2314;8346;0.21713986032075938
2023-06;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3697;10073;0.26847534803408507
2023-06;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;5153;11972;0.3009152235589202
2023-06;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;1554;4370;0.26240059251897907
2023-06;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;2319;11593;0.1667020771477297
2023-06;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;7598;22446;0.2529042033243071
2023-06;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1562;4841;0.24397177097005687
2023-07;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;839;3524;0.1923448931621891
2023-07;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1700;5092;0.2503204849867383
2023-07;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Grupo C;2421;8314;0.2255234798170952
2023-07;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;1237;5298;0.18941234670080234
2023-07;Norte;Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;3371;7343;0.3146436179033072
2023-07;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3299;10358;0.2415861917856682
2023-07;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;2637;10487;0.2009553671577414
2023-08;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;186;198;0.4847435619995672
2023-08;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;2741;7602;0.26500131546571054
2023-08;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946, -8.6937515;Grupo C;1868;7725;0.1947959772432576
2023-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1610;6555;0.19724728466897465
2023-08;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;484;2918;0.14248634883322303
2023-08;Norte;Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;3556;8508;0.29475647300284163
2023-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3490;10538;0.24881185109674575
2023-08;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;2784;7464;0.27167420329861647
2023-08;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;7732;22644;0.25454604146286974
2023-09;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;116;262;0.3069992308537524
2023-09;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;1;5;0.18604651162790667
2023-09;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1633;5103;0.24245131435579673
2023-09;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1201;3987;0.23150569902538412
2023-09;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;1139;5271;0.17775474357729268
2023-09;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;2333;5409;0.30136122772639534
2023-09;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;1908;6047;0.239894638361017
2023-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1851;5303;0.2588010923755507
2023-09;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;673;2717;0.19868042481943313
2023-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3700;11119;0.2496964601196017
2023-09;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;2712;7461;0.26660200042181265
2023-09;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;3296;9664;0.2543406762020749
2023-09;Alentejo;Hospital Espirito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;1429;3587;0.2848681728334713
2023-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;3432;11160;0.23519495911681748
2023-09;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;852;4297;0.16548780896609994
2023-10;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;44;195;0.18504347826086945
2023-10;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1965;5787;0.25352021841477296
2023-10;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;862;2959;0.22572627290481115
2023-10;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;1019;5152;0.165197932010632
2023-10;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946, -8.6937515;Grupo C;1677;6760;0.19884904712727355
2023-10;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;580;3219;0.1526774244085852
2023-11;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;72;296;0.19554147335068478
2023-11;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;987;3110;0.24096389041788221
2023-11;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;1622;6578;0.19785411649952758
2023-11;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;1469;6183;0.19199755350153408
2023-11;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;2123;5753;0.2696151377732014
2023-11;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;2779;7351;0.2743869049717394
2023-11;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;933;2453;0.27566492492471373
2023-11;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;1223;5964;0.1702509355281372
2023-11;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1731;5910;0.22663677964580886
2023-11;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;2218;9765;0.18511651461147363
2023-11;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;3123;11117;0.21932007630467626
2023-12;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;59;217;0.21555088561993385
2023-12;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;743;3020;0.1975136810805681
2023-12;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;274;2688;0.09270461775764001
2023-12;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;2380;7512;0.24060946616638562
2023-12;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;1055;2817;0.27257080156914487
2023-12;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;446;3074;0.12681356654280376
2023-12;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;3165;11316;0.21858201325077753
2023-12;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;2611;12631;0.17134068747397896
2023-12;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;4907;21239;0.18769740271552496
2024-01;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1396;5495;0.20257674081154392
2024-01;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;1737;7076;0.1970951554588342
2024-01;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;1123;3068;0.26809847135964654
2024-01;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2613;9373;0.21801576558332167
2024-01;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;2106;10482;0.1673329231547619
2024-01;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;4233;11956;0.2615112259824987
2024-01;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;3789;10213;0.2706136947100378
2024-01;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1282;11458;0.10065940177313024
2024-01;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;5354;12680;0.2968890320549271
2024-01;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;2714;13031;0.17237766174372848
2024-01;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;995;4851;0.17027427603505002
2024-02;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;893;2939;0.23316483747630518
2024-02;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;2147;6051;0.2619238021897738
2024-02;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;951;4133;0.18718785831769927
2024-02;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;1053;5364;0.16420654955289538
2024-02;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;1894;5951;0.2415083940350149
2024-02;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;3152;7450;0.29734004411383647
2024-02;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1376;3319;0.2930285166831639
2024-02;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3900;21327;0.15462066454849177
2024-02;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;357;849;0.2959327134153864
2024-02;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;954;8612;0.09977426411844795
2024-03;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;322;2166;0.12970043303625656
2024-03;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;1145;3878;0.2280471722387575
2024-03;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;2467;6411;0.27786158087776835
2024-03;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;1214;6571;0.15597925046948583
2024-03;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;614;3306;0.1566360681341089
2024-03;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;2600;7455;0.25857073297144423
2024-03;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;2897;12021;0.1942106245534705
2024-04;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;897;1953;0.3148910509703892
2024-04;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;654;2335;0.21879302697266093
2024-04;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;2120;7138;0.22900133196427963
2024-04;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;946;6804;0.12211560568114853
2024-04;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;3701;11521;0.24313572949164738
2024-04;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1391;3985;0.25882320643933054
2024-04;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3763;26912;0.12268754177423072
2024-04;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;5586;22261;0.2006021056312493
2024-04;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1189;5076;0.18985956634683668
2024-05;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;904;2711;0.2500642524146507
2024-05;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1671;6343;0.20855818300997886
2024-05;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;798;3338;0.1930105402735481
2024-05;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;2046;6454;0.2407542392137846
2024-05;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;558;3441;0.1397499168155255
2024-05;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;2224;10185;0.17927797097698434
2024-05;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;3687;10692;0.25644636375015634
2024-05;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1565;3493;0.3094830726615018
2024-05;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;5278;12046;0.304650376170264
2024-05;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;5392;22833;0.19104173537069685
2024-06;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1068;4143;0.2049713711593448
2024-06;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;1501;6188;0.19527645853094167
2024-06;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;860;2408;0.26334290888001066
2024-06;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1598;6545;0.19630398792098402
2024-06;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2405;8545;0.2196452933151431
2024-06;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;859;5975;0.1257695135897327
2024-06;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;534;3325;0.1384811976412116
2024-06;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;1875;5638;0.24960266553771931
2024-07;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;965;1904;0.3363040327857017
2024-07;;Unidade Local de Saúde do Baixo Mondego, E. P. E.;40.117897, -8.8586755;Grupo B;745;1925;0.27906417112299453
2024-07;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2860;8705;0.24732919308785561
2024-07;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;1846;5326;0.2574833841801925
2024-07;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;1985;6150;0.2440881952366098
2024-07;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;579;2975;0.16301093705001046
2024-07;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;1714;6173;0.21734424283922185
2024-07;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;2825;7671;0.2692119609840895
2024-08;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;816;2469;0.24847356698350076
2024-08;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;334;3834;0.08012923037553586
2024-08;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1724;6734;0.20388252919092692
2024-08;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2727;8668;0.23933214725224367
2024-08;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;1019;5552;0.15507304783582257
2024-08;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;3608;12469;0.22445070717873516
2024-08;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1323;3547;0.2717101875312068
2024-08;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;7805;24414;0.24225742469484565
2024-08;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;3628;25899;0.12287333450360936
2024-08;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;4897;21935;0.18252600940767363
2024-08;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;279;1096;0.2031082436780022
2024-08;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1417;5520;0.2043378022617836
2024-09;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;1050;2418;0.30280732124655607
2024-09;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1577;7466;0.17438816867149615
2024-09;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;904;5171;0.14886630951919097
2024-09;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1178;3208;0.2685678516055381
2024-09;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;4958;20156;0.1974335886621848
2024-09;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;5002;17011;0.22723188108115133
2024-09;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;339;877;0.2790060921349857
2024-09;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;929;4423;0.1736624288100126
2024-10;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1113;3992;0.2181026327695493
2024-10;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;1866;6497;0.2231280540507915
2024-10;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;973;2818;0.2567373659669999
2024-10;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2028;7527;0.212302926453685
2024-10;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;2730;6426;0.2981990276291163
2024-10;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;2169;6236;0.2580870534206315
2024-10;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;2520;8711;0.22440968666061611
2024-10;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;1335;3595;0.2708084024636769
2024-10;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;2989;14431;0.17159934603307714
2024-10;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;998;4282;0.18916736767477832
2024-11;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;1117;4109;0.21385693330607566
2024-11;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;860;2244;0.2770496002650582
2024-11;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;1431;5609;0.2033212307382244
2024-11;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;2633;9036;0.22564798317502321
2024-11;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;843;4835;0.14848622708794998
2024-11;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;2684;7867;0.2544434882847326
2024-11;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;3296;9973;0.24841179144237607
2024-11;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;3176;8543;0.27100122076556965
2024-12;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;1414;5914;0.19296166675736204
2024-12;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;482;2488;0.1625562177593028
2024-12;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;1794;6011;0.22988210685234065
2024-12;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;5427;21881;0.19873381638441245
2024-12;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1007;5616;0.15210937022619514
2025-01;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;1083;3101;0.2588485360704734
2025-01;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;1665;7586;0.17998706077991136
2025-01;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;1141;3798;0.23106965157341958
2025-01;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;2113;9119;0.18814595889008562
2025-01;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;2814;6969;0.28769697142255035
2025-01;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;2576;6914;0.27146641059141985
2025-01;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;4351;13801;0.23973240478879837
2025-01;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;1064;4836;0.18045388855675495
2025-02;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;538;2833;0.15966766587668926
2025-02;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;1564;5537;0.22025715387323347
2025-02;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;2466;6436;0.27709360593948507
2025-02;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;942;6571;0.1254170116429341
2025-02;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;2023;6502;0.23730794988474324
2025-02;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;983;5661;0.14802945362469286
