Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2019-04,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",641,1878
2019-04,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",961,5447
2019-04,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1306,5324
2019-04,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2649,8552
2019-04,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2473,9194
2019-04,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3142,10794
2019-04,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",34,249
2019-05,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",947,2851
2019-05,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1153,3938
2019-05,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1927,5468
2019-05,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2097,5552
2019-05,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",399,2719
2019-05,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2641,8600
2019-05,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1212,3557
2019-05,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2781,9775
2019-06,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1002,3868
2019-06,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1351,4751
2019-06,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1210,4305
2019-06,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2210,4778
2019-06,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",796,2587
2019-06,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2295,7501
2019-06,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3515,23663
2019-06,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",549,1059
2019-06,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",38,257
2019-07,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",323,1771
2019-07,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1626,5144
2019-07,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1518,6322
2019-07,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",796,2524
2019-08,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",719,2779
2019-08,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",918,3589
2019-08,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1789,4868
2019-08,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2566,8291
2019-08,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7129,23723
2019-08,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3471,24045
2019-08,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",369,917
2019-09,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,9
2019-09,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",647,1383
2019-09,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",685,2168
2019-09,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1035,3428
2019-09,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",748,4644
2019-09,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",735,2273
2019-09,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1335,5444
2019-09,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4567,10076
2019-09,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6898,21340
2019-09,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3822,22909
2019-09,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2360,10958
2019-09,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",872,4446
2019-10,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",912,1871
2019-10,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",679,1491
2019-10,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2340,6450
2019-10,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1302,5024
2019-10,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2519,10606
2019-10,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",592,1090
2019-10,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1235,5220
2019-11,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",576,1524
2019-11,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",890,5744
2019-11,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1592,3440
2019-11,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1965,4405
2019-11,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1828,5515
2019-11,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2127,6304
2019-11,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",872,2828
2019-11,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1399,6177
2019-11,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2594,9361
2019-11,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7084,20953
2019-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4337,17212
2019-12,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",68,327
2019-12,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",6,9
2019-12,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1136,5596
2019-12,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",524,1808
2019-12,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",569,1772
2019-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2504,5712
2019-12,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3784,8518
2019-12,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",365,888
2019-12,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",47,234
2020-01,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",22,234
2020-01,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",2,19
2020-01,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",795,2780
2020-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",266,2011
2020-01,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",973,6110
2020-01,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1557,5101
2020-01,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2238,5615
2020-01,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",2123,6433
2020-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",987,3328
2020-01,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",3040,9566
2020-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3603,7966
2020-01,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",509,970
2020-02,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1076,4234
2020-02,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",174,2131
2020-02,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1640,5222
2020-02,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2093,5179
2020-02,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",384,2839
2020-02,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2403,12292
2020-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",209,2376
2020-03,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",425,3364
2020-03,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2475,8216
2020-03,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2528,10643
2020-03,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",3909,19685
2020-03,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",33,298
2020-04,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",483,1030
2020-04,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",552,1210
2020-04,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1349,5450
2020-04,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",1915,4397
2020-04,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",877,2544
2020-04,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3308,7829
2020-04,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",1796,8963
2020-04,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",4954,15485
2020-04,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",2408,19304
2020-04,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",99,125
2020-05,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",96,107
2020-05,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,2
2020-05,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",639,997
2020-05,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1956,5080
2020-05,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1459,4242
2020-05,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",1902,5049
2020-05,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",1600,4796
2020-05,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2666,8163
2020-05,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",1983,8868
2020-05,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",4884,18191
2020-05,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1356,10388
2020-05,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4371,15362
2020-06,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",71,328
2020-06,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",28,106
2020-06,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",787,2685
2020-06,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1225,4844
2020-06,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1916,3386
2020-06,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1491,4386
2020-06,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2143,3871
2020-06,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1221,4572
2020-06,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",357,2337
2020-06,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1121,2914
2020-06,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2384,7066
2020-06,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1764,10150
2020-06,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4167,15642
2020-06,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",762,3864
2020-07,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",19,281
2020-07,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",845,1427
2020-07,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",184,1847
2020-07,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1690,3776
2020-07,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2531,7188
2020-07,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",876,2373
2020-07,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2123,5318
2020-07,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4208,16853
2020-07,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2477,10495
2020-07,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4721,16447
2020-07,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",56,185
2020-07,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",10,189
2020-08,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1049,4518
2020-08,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",449,2368
2020-08,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2672,6044
2020-08,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",2536,6493
2020-08,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2135,8045
2020-08,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",1895,9894
2020-08,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2181,9479
2020-08,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",293,904
2020-09,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",54,259
2020-09,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",112,173
2020-09,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",837,3289
2020-09,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",2016,3452
2020-09,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1555,4839
2020-09,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2322,5271
2020-09,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1554,4761
2020-09,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1523,4880
2020-09,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2195,4692
2020-09,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2333,6095
2020-09,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1120,2839
2020-09,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4269,14927
2020-09,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4554,17169
2020-09,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1024,4153
2020-10,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1783,5898
2020-10,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2351,10659
2020-10,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2259,10840
2020-11,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1052,2971
2020-11,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",748,1727
2020-11,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1468,4081
2020-11,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1762,4975
2020-11,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",1911,7537
2020-11,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1766,5662
2020-11,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",434,2279
2020-11,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2616,7408
2020-11,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2456,5041
2020-11,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",2972,8518
2020-11,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2330,10020
2020-11,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3530,23026
2020-11,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",6575,20509
2020-11,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",365,776
2020-11,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1032,3192
2020-12,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",38,83
2020-12,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1161,4221
2020-12,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",1020,3105
2020-12,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1348,4991
2020-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2379,4736
2020-12,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",911,2326
2020-12,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2185,6655
2020-12,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2801,7558
2020-12,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3375,6454
2020-12,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3068,8255
2020-12,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2946,8946
2020-12,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2508,12609
2021-01,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",0,274
2021-01,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",92,126
2021-01,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,1
2021-01,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1096,5425
2021-01,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1770,4566
2021-01,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1446,5605
2021-01,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1275,4365
2021-01,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",3588,5913
2021-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",1005,2337
2021-01,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2529,7520
2021-01,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2070,8565
2021-01,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2289,11960
2021-01,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4432,16266
2021-01,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",828,3286
2021-01,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",98,201
2021-02,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",581,1993
2021-02,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",128,2174
2021-02,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",2219,5044
2021-02,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1828,4900
2021-02,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",1630,6447
2021-02,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1521,4126
2021-02,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1533,5054
2021-02,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1249,4117
2021-02,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",368,3412
2021-02,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",2590,7436
2021-02,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",1846,8694
2021-02,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6104,21157
2021-02,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",811,3248
2021-02,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",40,193
2021-03,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",49,246
2021-03,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1143,5229
2021-03,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1409,4254
2021-03,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2165,3796
2021-03,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1474,4310
2021-03,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",860,1782
2021-03,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2228,9228
2021-04,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",48,167
2021-04,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",582,1569
2021-04,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",909,2838
2021-04,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1310,4412
2021-04,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1630,3813
2021-04,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1500,4837
2021-04,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",931,2083
2021-04,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3064,8370
2021-04,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2157,8916
2021-04,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1048,4654
2021-04,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",4,252
2021-05,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",109,335
2021-05,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1247,4770
2021-05,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",626,1349
2021-05,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1851,3949
2021-05,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1327,4676
2021-05,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",3395,7692
2021-05,Norte,"Hospital de Braga, E.P.E.","41.567781, -8.399268",3551,8217
2021-05,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2951,9743
