Periodo;Ano;Mes;Trimestre;Semestre;Regiao;Instituicao;Populacao_Regiao;Num_Municipios;Consumo_Carbapenemes;Consumo_Outros_Antibioticos;Consumo_Total_Antibioticos;Percentual_Carbapenemes;Consumo_Carbapenemes_Per_Capita;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Urgencias_Per_Capita;Total_Consultas;Primeiras_Consultas;Consultas_Subsequentes;Total_Consultas_Per_Capita;Peso_Medio_Carbapenemes
2015-07;2015;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;185.0;3504.0;3689.0;5.01;5.81;;;;;;;;;;;0.0501397071634606
2015-08;2015;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;86.0;3178.0;3264.0;2.63;2.7;;;;;;;;;;;0.0264424961395486
2015-09;2015;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;64.0;3577.0;3641.0;1.76;2.01;;;;;;;;;;;0.0176656151419558
2015-10;2015;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;120.0;3583.0;3703.0;3.24;3.77;;;;;;;;;;;0.0324032924059605
2015-11;2015;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;91.0;3338.0;3429.0;2.65;2.86;;;;;;;;;;;0.0267271556579132
2015-12;2015;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184291.0;68.0;120.0;3863.0;3983.0;3.01;3.77;;;;;;;;;;;0.0301265734509571
2016-01;2016;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;113.0;3646.0;3759.0;3.01;3.56;;;;;;;;;;;0.0300604566073149
2016-02;2016;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;173.0;3913.0;4086.0;4.23;5.44;;;;;;;;;;;0.04248684542648
2016-03;2016;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;144.0;4308.0;4452.0;3.23;4.53;;;;;;;;;;;0.0324898792190345
2016-04;2016;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;178.0;3832.0;4010.0;4.44;5.6;;;;;;;;;;;0.0443833835403703
2016-05;2016;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;109.0;3633.0;3742.0;2.91;3.43;;;;;;;;;;;0.0291278814524492
2016-06;2016;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;143.0;3415.0;3558.0;4.02;4.5;;;;;;;;;;;0.0401814386640976
2016-07;2016;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;188.0;3457.0;3645.0;5.16;5.92;;;;;;;;;;;0.051652083061251
2016-08;2016;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;90.0;3640.0;3730.0;2.41;2.83;;;;;;;;;;;0.0243015872931458
2016-09;2016;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;116.0;3439.0;3555.0;3.26;3.65;;;;;;;;;;;0.0326279678341277
2016-10;2016;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;214.0;3615.0;3829.0;5.59;6.74;;;;;;;;;;;0.0559575314535779
2016-11;2016;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;133.0;3570.0;3703.0;3.59;4.19;;;;;;;;;;;0.0360810248450698
2016-12;2016;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3177310.0;68.0;129.0;4715.0;4844.0;2.66;4.06;;;;;;;;;;;0.0266262047952232
2017-01;2017;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;155.0;4873.0;5028.0;3.08;4.88;;;;;;;;;;;0.0308855815604934
2017-02;2017;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;133.0;3970.0;4103.0;3.24;4.19;;;;;;;;;;;0.0325659459438556
2017-03;2017;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;135.0;4220.0;4355.0;3.1;4.25;;;;;;;;;;;0.0311430363367307
2017-04;2017;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;93.0;3313.0;3406.0;2.73;2.93;;;;;;;;;;;0.0274949154674624
2017-05;2017;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;86.0;3467.0;3553.0;2.42;2.71;;;;;;;;;;;0.0243870574402299
2017-06;2017;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;110.0;3333.0;3443.0;3.19;3.47;;;;;;;;;;;0.031942917591421
2017-07;2017;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;121.0;3174.0;3295.0;3.67;3.81;;;;;;;;;;;0.0368162205216473
2017-08;2017;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;144.0;3449.0;3593.0;4.01;4.54;;;;;;;;;;;0.0400726847473012
2017-09;2017;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;143.0;4248.0;4391.0;3.26;4.5;;;;;;;;;;;0.0325658483333001
2017-10;2017;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;167.0;4047.0;4214.0;3.96;5.26;;;;;;;;;;;0.0396258873311846
2017-11;2017;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;99.0;3563.0;3662.0;2.7;3.12;;;;;;;;;;;0.027206551410373
2017-12;2017;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174530.0;68.0;96.0;4439.0;4535.0;2.12;3.02;;;;;;;;;;;0.0213116367573242
2018-01;2018;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;131.0;4479.0;4610.0;2.84;4.13;;;;;;;;;;;0.0284136242863671
2018-02;2018;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;96.0;3997.0;4093.0;2.35;3.02;;;;;;;;;;;0.0236905573590319
2018-03;2018;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;126.0;4347.0;4473.0;2.82;3.97;;;;;;;;;;;0.0281657157455505
2018-04;2018;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;67.0;4096.0;4163.0;1.61;2.11;;;;;;;;;;;0.0162506790176401
2018-05;2018;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;62.0;3819.0;3881.0;1.6;1.95;;;;;;;;;;;0.0160558089616313
2018-06;2018;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;47.0;3722.0;3769.0;1.25;1.48;;;;;;;;;;;0.0126438378658313
2018-07;2018;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;44.0;3451.0;3495.0;1.26;1.39;;;;;;;;;;;0.0127770068363116
2018-08;2018;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;103.0;3491.0;3594.0;2.87;3.24;;;;;;;;;;;0.0287437205898422
2018-09;2018;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;108.0;3587.0;3695.0;2.92;3.4;;;;;;;;;;;0.029227651574949
2018-10;2018;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;56.0;3309.0;3365.0;1.66;1.76;;;;;;;;;;;0.0167360662463394
2018-11;2018;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;53.0;3658.0;3711.0;1.43;1.67;;;;;;;;;;;0.0144586814631877
2018-12;2018;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3174900.0;68.0;46.0;3746.0;3792.0;1.21;1.45;;;;;;;;;;;0.0123023040144112
2019-01;2019;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;120.0;4511.0;4631.0;2.59;3.77;;;;;;;;;;;0.0260479507412076
2019-02;2019;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;72.0;4601.0;4673.0;1.54;2.26;;;;;;;;;;;0.0155467203908074
2019-03;2019;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;50.0;4073.0;4123.0;1.21;1.57;;;;;;;;;;;0.0121262936156796
2019-04;2019;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;84.0;3695.0;3779.0;2.22;2.64;;;;;;;;;;;0.0223138842821616
2019-05;2019;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;99.0;3699.0;3798.0;2.61;3.11;;;;;;;;;;;0.0261517390091549
2019-06;2019;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;65.0;3655.0;3720.0;1.75;2.04;;;;;;;;;;;0.0176456268052298
2019-07;2019;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;58.0;3697.0;3755.0;1.54;1.82;;;;;;;;;;;0.0155296973769073
2019-08;2019;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;80.0;3417.0;3497.0;2.29;2.51;;;;;;;;;;;0.0231498650952158
2019-09;2019;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;75.0;3456.0;3531.0;2.12;2.36;;;;;;;;;;;0.0214219510962066
2019-10;2019;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;40.0;4294.0;4334.0;0.92;1.26;;;;;;;;;;;0.009305417082087
2019-11;2019;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;48.0;3896.0;3944.0;1.22;1.51;;;;;;;;;;;0.0122533485443866
2019-12;2019;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3183672.0;68.0;123.0;4118.0;4241.0;2.9;3.86;;;;;;;;;;;0.0291503792523832
2020-01;2020;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;74.0;4393.0;4467.0;1.66;2.32;;;;;;;;;;;0.0167857656707112
2020-02;2020;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;71.0;4307.0;4378.0;1.62;2.23;;;;;;;;;;;0.0164392944802785
2020-03;2020;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;115.0;3285.0;3400.0;3.38;3.61;;;;;;;;;;;0.0338199374249467
2020-04;2020;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;49.0;2905.0;2954.0;1.66;1.54;;;;;;;;;;;0.0166946656836795
2020-05;2020;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;189.0;3005.0;3194.0;5.92;5.93;;;;;;;;;;;0.0591689292309641
2020-06;2020;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;119.0;3353.0;3472.0;3.43;3.74;;;;;;;;;;;0.0344580535244775
2020-07;2020;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;145.0;4013.0;4158.0;3.49;4.55;;;;;;;;;;;0.0349427971983936
2020-08;2020;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;154.0;3537.0;3691.0;4.17;4.84;;;;;;;;;;;0.0418865722456323
2020-09;2020;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;152.0;3599.0;3751.0;4.05;4.77;;;;;;;;;;;0.0405991515932215
2020-10;2020;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;139.0;3845.0;3984.0;3.49;4.36;;;;;;;;;;;0.0348879423554141
2020-11;2020;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;78.0;3944.0;4022.0;1.94;2.45;;;;;;;;;;;0.0196325262085053
2020-12;2020;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3184567.0;68.0;96.0;3517.0;3613.0;2.66;3.01;;;;;;;;;;;0.0266552034798018
2021-01;2021;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;90.0;4489.0;4579.0;1.97;2.82;;;;;;;;;;;0.0197959324245468
2021-02;2021;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;51.0;3384.0;3435.0;1.48;1.6;;;;;;;;;;;0.0150370469180117
2021-03;2021;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;87.0;3933.0;4020.0;2.16;2.72;;;;;;;;;;;0.021803399305098
2021-04;2021;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;73.0;3527.0;3600.0;2.03;2.29;;;;;;;;;;;0.0204578890817422
2021-05;2021;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;75.0;3755.0;3830.0;1.96;2.35;;;;;;;;;;;0.0198343101876088
2021-06;2021;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;123.0;4264.0;4387.0;2.8;3.85;;;;;;;;;;;0.0280370788468218
2021-07;2021;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;155.0;4142.0;4297.0;3.61;4.85;;;;;;;;;;;0.0362176437758196
2021-08;2021;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;136.0;3738.0;3874.0;3.51;4.26;;;;;;;;;;;0.0351045931889591
2021-09;2021;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;145.0;3576.0;3721.0;3.9;4.54;;;;;;;;;;;0.0390514789851988
2021-10;2021;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;97.0;4038.0;4135.0;2.35;3.04;;;;;;;;;;;0.0236942202163622
2021-11;2021;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;197.0;3739.0;3936.0;5.01;6.17;;;;;;;;;;;0.0502015894348089
2021-12;2021;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3192833.0;68.0;202.0;4032.0;4234.0;4.77;6.33;;;;;;;;;;;0.047777607549514
2022-01;2022;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;167.0;3899.0;4066.0;4.11;5.18;;;;;;;;;;;0.0411501911715624
2022-02;2022;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;123.0;3920.0;4043.0;3.04;3.82;;;;;;;;;;;0.0305819040385306
2022-03;2022;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;159.0;4116.0;4275.0;3.72;4.94;;;;;;;;;;;0.0371903933170901
2022-04;2022;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;188.0;4090.0;4278.0;4.39;5.84;;;;;;;;;;;0.0440928933318122
2022-05;2022;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;143.0;4285.0;4428.0;3.23;4.44;;;;;;;;;;;0.0323634164370673
2022-06;2022;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;229.0;3826.0;4055.0;5.65;7.11;;;;;;;;;;;0.0564618585508534
2022-07;2022;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;121.0;4412.0;4533.0;2.67;3.76;;;;;;;;;;;0.0268320111318716
2022-08;2022;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;228.0;3757.0;3985.0;5.72;7.08;;;;;;;;;;;0.0573709653572915
2022-09;2022;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;212.0;3431.0;3643.0;5.82;6.58;;;;;;;;;;;0.0582643521210497
2022-10;2022;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;224.0;4056.0;4280.0;5.23;6.95;;;;;;;;;;;0.0523984439519615
2022-11;2022;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;144.0;4645.0;4789.0;3.01;4.47;;;;;;;;;;;0.0301307596435702
2022-12;2022;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3221026.0;68.0;137.0;4932.0;5069.0;2.7;4.25;;;;;;;;;;;0.0270235998591053
2023-01;2023;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;195.0;4943.0;5138.0;3.8;6.0;;;;;;;;;;;0.0379465759470138
2023-02;2023;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;101.0;4458.0;4559.0;2.22;3.11;;;;;;;;;;;0.0223679538856748
2023-03;2023;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;209.0;4464.0;4673.0;4.47;6.43;;;;;;;;;;;0.0447241045498548
2023-04;2023;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;106.0;4375.0;4481.0;2.37;3.26;;;;;;;;;;;0.0237254414985383
2023-05;2023;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;176.0;4536.0;4712.0;3.74;5.41;;;;;;;;;;;0.0374125905036377
2023-06;2023;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;179.0;4546.0;4725.0;3.79;5.5;;;;;;;;;;;0.0380175073997103
2023-07;2023;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;197.0;4165.0;4362.0;4.52;6.06;;;;;;;;;;;0.0453025604786725
2023-08;2023;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;142.0;3866.0;4008.0;3.54;4.37;;;;;;;;;;;0.03550265987852
2023-09;2023;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;195.0;4196.0;4391.0;4.44;6.0;;;;;;;;;;;0.044400832718914
2023-10;2023;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;250.0;4065.0;4315.0;5.79;7.69;;;;;;;;;;;0.0580817519415981
2023-11;2023;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;173.0;3925.0;4098.0;4.22;5.32;;;;;;;;;;;0.0422922025203944
2023-12;2023;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;3251765.0;68.0;190.0;4821.0;5011.0;3.79;5.84;;;;;;;;;;;0.0379747136101392
2013-01;2013;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;12004.0;8179.0;3415.0;410.0;0.0;373.61;16007.0;4738.0;11269.0;498.19;
2013-02;2013;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;22606.0;15629.0;6301.0;676.0;0.0;703.58;30230.0;9023.0;21207.0;940.86;
2013-03;2013;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;33705.0;23554.0;9151.0;1000.0;0.0;1049.02;44188.0;13093.0;31095.0;1375.28;
2013-04;2013;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;44194.0;31064.0;11775.0;1355.0;0.0;1375.47;59446.0;17565.0;41881.0;1850.16;
2013-05;2013;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;55565.0;39092.0;14749.0;1724.0;0.0;1729.37;74956.0;22056.0;52900.0;2332.89;
2013-06;2013;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;66112.0;46771.0;17237.0;2104.0;0.0;2057.63;87524.0;25603.0;61921.0;2724.05;
2013-07;2013;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;77558.0;55403.0;19686.0;2469.0;0.0;2413.87;101822.0;29747.0;72075.0;3169.05;
2013-08;2013;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;87740.0;63237.0;21674.0;2829.0;0.0;2730.77;112245.0;33002.0;79243.0;3493.45;
2013-09;2013;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;98131.0;70855.0;24047.0;3229.0;0.0;3054.18;125964.0;37029.0;88935.0;3920.43;
2013-10;2013;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;109172.0;78643.0;26962.0;3567.0;0.0;3397.81;142208.0;41690.0;100518.0;4426.0;
2013-11;2013;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;120097.0;86184.0;30000.0;3913.0;0.0;3737.83;157779.0;46054.0;111725.0;4910.63;
2013-12;2013;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3213011.0;68.0;;;;;;131621.0;94343.0;33048.0;4230.0;0.0;4096.5;170868.0;49738.0;121130.0;5318.0;
2014-01;2014;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;12667.0;8762.0;3521.0;384.0;0.0;396.51;15594.0;4419.0;11175.0;488.13;
2014-02;2014;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;23206.0;15930.0;6570.0;706.0;0.0;726.4;30005.0;8488.0;21517.0;939.23;
2014-03;2014;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;34680.0;23983.0;9662.0;1035.0;0.0;1085.56;44728.0;12714.0;32014.0;1400.09;
2014-04;2014;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;45199.0;31523.0;12275.0;1401.0;0.0;1414.83;58616.0;16683.0;41933.0;1834.81;
2014-05;2014;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;56046.0;39072.0;15143.0;1831.0;0.0;1754.37;73679.0;21029.0;52650.0;2306.32;
2014-06;2014;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;66776.0;46636.0;17847.0;2293.0;0.0;2090.24;86591.0;24738.0;61853.0;2710.5;
2014-07;2014;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;77761.0;54518.0;20380.0;2863.0;0.0;2434.1;100472.0;28934.0;71538.0;3145.0;
2014-08;2014;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;88015.0;62076.0;22446.0;3493.0;0.0;2755.07;110401.0;31870.0;78531.0;3455.8;
2014-09;2014;9;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;98466.0;69710.0;24683.0;4073.0;0.0;3082.21;124740.0;36013.0;88727.0;3904.65;
2014-10;2014;10;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;109746.0;77401.0;27781.0;4564.0;0.0;3435.3;140824.0;40807.0;100017.0;4408.11;
2014-11;2014;11;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;120262.0;84332.0;30897.0;5033.0;0.0;3764.48;155344.0;45033.0;110311.0;4862.62;
2014-12;2014;12;4;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3194655.0;68.0;;;;;;131450.0;91777.0;34145.0;5528.0;0.0;4114.69;168106.0;48654.0;119452.0;5262.1;
2015-01;2015;1;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;12305.0;8081.0;3715.0;509.0;0.0;386.43;14703.0;4444.0;10259.0;461.74;
2015-02;2015;2;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;22089.0;14807.0;6321.0;961.0;0.0;693.69;28941.0;8792.0;20149.0;908.87;
2015-03;2015;3;1;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;33021.0;22157.0;9341.0;1523.0;0.0;1037.0;44691.0;13631.0;31060.0;1403.48;
2015-04;2015;4;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;43352.0;29130.0;12219.0;2003.0;0.0;1361.43;59808.0;18327.0;41481.0;1878.22;
2015-05;2015;5;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;54309.0;36420.0;15306.0;2583.0;0.0;1705.53;74073.0;22536.0;51537.0;2326.2;
2015-06;2015;6;2;1;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;64982.0;43809.0;18025.0;3148.0;0.0;2040.71;88130.0;26889.0;61241.0;2767.65;
2015-07;2015;7;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;75453.0;51336.0;20370.0;3747.0;0.0;2369.54;102348.0;31171.0;71177.0;3214.15;
2015-08;2015;8;3;2;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;3184291.0;68.0;;;;;;84928.0;58461.0;22181.0;4286.0;0.0;2667.09;112613.0;34238.0;78375.0;3536.52;
