Instituicao;Regiao;Periodo;Ano;Mes;Consumo_Carbapenemes;Populacao_Regiao;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Consultas;valor_base_sazonal;media_3m;media_6m;tendencia_mom;tendencia_yoy;indice_sazonal;forecast_hibrido;variacao_prevista_pct
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-02-01;2017;2;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-03-01;2017;3;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-04-01;2017;4;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-05-01;2017;5;7.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;0.0;0.0;12.0;1.5166666666666668;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-06-01;2017;6;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;-1.0;0.0;0.0;1.5166666666666668;-0.7833333333333333
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-07-01;2017;7;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;0.0;0.0;0.0;1.5166666666666668;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-08-01;2017;8;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-09-01;2017;9;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-10-01;2017;10;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-11-01;2017;11;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2017-12-01;2017;12;0.0;1795874.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-01-01;2018;1;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-02-01;2018;2;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-03-01;2018;3;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-04-01;2018;4;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-05-01;2018;5;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-06-01;2018;6;7.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;0.0;0.0;12.0;2.916666666666667;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-07-01;2018;7;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;-1.0;0.0;0.0;1.5166666666666668;-0.7833333333333333
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-08-01;2018;8;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;1.1666666666666667;0.0;0.0;0.0;1.5166666666666668;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-09-01;2018;9;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-10-01;2018;10;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-11-01;2018;11;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1666666666666667;0.0;0.0;0.0;0.35000000000000003;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2018-12-01;2018;12;0.0;1788515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-01-01;2019;1;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-02-01;2019;2;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-03-01;2019;3;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-04-01;2019;4;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-05-01;2019;5;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-06-01;2019;6;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-07-01;2019;7;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4000000000000001;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-08-01;2019;8;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-09-01;2019;9;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-10-01;2019;10;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-11-01;2019;11;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2019-12-01;2019;12;0.0;1789217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-01-01;2020;1;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-02-01;2020;2;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-03-01;2020;3;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-04-01;2020;4;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-05-01;2020;5;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-06-01;2020;6;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-07-01;2020;7;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-08-01;2020;8;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-09-01;2020;9;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-10-01;2020;10;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-11-01;2020;11;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2020-12-01;2020;12;0.0;1790825.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-01-01;2021;1;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-02-01;2021;2;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-03-01;2021;3;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-04-01;2021;4;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-05-01;2021;5;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-06-01;2021;6;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-07-01;2021;7;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-08-01;2021;8;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-09-01;2021;9;3.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;12.0;0.65;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-10-01;2021;10;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;-1.0;0.0;0.0;0.65;-0.7833333333333333
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-11-01;2021;11;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;0.65;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2021-12-01;2021;12;0.0;1794664.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.15;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-01-01;2022;1;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.15;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-02-01;2022;2;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.15;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-03-01;2022;3;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-04-01;2022;4;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-05-01;2022;5;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-06-01;2022;6;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-07-01;2022;7;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-08-01;2022;8;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-09-01;2022;9;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-10-01;2022;10;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-11-01;2022;11;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2022-12-01;2022;12;0.0;1799396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-01-01;2023;1;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-02-01;2023;2;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-03-01;2023;3;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-04-01;2023;4;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-05-01;2023;5;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-06-01;2023;6;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-07-01;2023;7;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-08-01;2023;8;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-09-01;2023;9;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-10-01;2023;10;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-11-01;2023;11;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Arcebispo Joao Crisostomo Cantanhede;Região de Saúde do Centro;2023-12-01;2023;12;0.0;1820509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Beatriz Angelo;Região de Saúde LVT;2022-02-01;2022;2;362.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;362.0;362.0;0.0;0.0;0.9126747650699061;289.6;0.0
Hospital Beatriz Angelo;Região de Saúde LVT;2022-03-01;2022;3;298.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;330.0;330.0;-0.17679558011049723;0.0;0.7513179005271602;264.0;-0.27071823204419887
Hospital Beatriz Angelo;Região de Saúde LVT;2022-04-01;2022;4;255.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;305.0;305.0;-0.14429530201342283;0.0;0.6429062571625029;244.0;-0.18120805369127513
Hospital Beatriz Angelo;Região de Saúde LVT;2022-05-01;2022;5;583.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;378.6666666666667;374.5;1.2862745098039217;0.0;1.4698601879440751;301.68333333333334;0.1830718954248367
Hospital Beatriz Angelo;Região de Saúde LVT;2022-06-01;2022;6;329.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;389.0;365.4;-0.43567753001715265;0.0;0.8294751317900527;304.12;-0.47835334476843905
Hospital Beatriz Angelo;Região de Saúde LVT;2022-07-01;2022;7;323.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;411.6666666666667;358.3333333333333;-0.0182370820668693;0.0;0.8143479257391704;313.3333333333333;-0.04761904761904767
Hospital Beatriz Angelo;Região de Saúde LVT;2022-08-01;2022;8;363.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;338.3333333333333;358.5;0.1238390092879257;0.0;0.9151959660783865;276.71666666666664;-0.14329205366357078
Hospital Beatriz Angelo;Região de Saúde LVT;2022-09-01;2022;9;0.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.66666666666666;308.8333333333333;-1.0;0.0;0.0;206.98333333333332;-0.42979797979797985
Hospital Beatriz Angelo;Região de Saúde LVT;2022-10-01;2022;10;400.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;254.33333333333334;333.0;0.0;0.0;1.0084804033921613;227.06666666666666;0.0
Hospital Beatriz Angelo;Região de Saúde LVT;2022-11-01;2022;11;647.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;349.0;343.6666666666667;0.6175;0.0;1.631217052486821;277.6;-0.30599999999999994
Hospital Beatriz Angelo;Região de Saúde LVT;2022-12-01;2022;12;803.0;4118481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;616.6666666666666;422.6666666666667;0.241112828438949;0.0;2.024524409809764;435.1333333333333;-0.3274600721277692
Hospital Beatriz Angelo;Região de Saúde LVT;2023-01-01;2023;1;633.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;694.3333333333334;474.3333333333333;-0.21170610211706103;0.0;1.5603944124897289;489.4666666666667;-0.39045246990452465
Hospital Beatriz Angelo;Região de Saúde LVT;2023-02-01;2023;2;362.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;362.0;599.3333333333334;474.1666666666667;-0.42812006319115326;0.0;0.8923582580115037;441.9166666666667;-0.3018694049499736
Hospital Beatriz Angelo;Região de Saúde LVT;2023-03-01;2023;3;506.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;298.0;500.3333333333333;558.5;0.39779005524861877;0.697986577181208;1.247329498767461;490.1166666666667;0.3539134438305709
Hospital Beatriz Angelo;Região de Saúde LVT;2023-04-01;2023;4;326.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;255.0;398.0;546.1666666666666;-0.3557312252964427;0.2784313725490196;0.8036154478225144;422.45000000000005;-0.1651185770750987
Hospital Beatriz Angelo;Região de Saúde LVT;2023-05-01;2023;5;368.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;583.0;400.0;499.6666666666667;0.12883435582822086;-0.3687821612349914;0.9071487263763353;400.9;0.22975460122699376
Hospital Beatriz Angelo;Região de Saúde LVT;2023-06-01;2023;6;500.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;329.0;398.0;449.1666666666667;0.358695652173913;0.5197568389057751;1.2325390304026294;450.35;0.22377717391304364
Hospital Beatriz Angelo;Região de Saúde LVT;2023-07-01;2023;7;383.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;323.0;417.0;407.5;-0.234;0.18575851393188855;0.9441248972884141;396.55;-0.20689999999999997
Hospital Beatriz Angelo;Região de Saúde LVT;2023-08-01;2023;8;431.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;363.0;438.0;419.0;0.12532637075718014;0.18732782369146006;1.0624486442070664;409.3;0.0686684073107049
Hospital Beatriz Angelo;Região de Saúde LVT;2023-09-01;2023;9;253.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;355.6666666666667;376.8333333333333;-0.41299303944315546;0.0;0.6236647493837305;363.48333333333335;-0.1566511987625676
Hospital Beatriz Angelo;Região de Saúde LVT;2023-10-01;2023;10;404.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;400.0;362.6666666666667;389.8333333333333;0.5968379446640316;0.01;0.9958915365653245;298.2833333333333;0.17898550724637663
Hospital Beatriz Angelo;Região de Saúde LVT;2023-11-01;2023;11;328.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;647.0;328.3333333333333;383.1666666666667;-0.18811881188118812;-0.49304482225656876;0.8085456039441249;359.1166666666667;-0.11109735973597357
Hospital Beatriz Angelo;Região de Saúde LVT;2023-12-01;2023;12;374.0;4179246.0;0.0;0.0;0.0;0.0;0.0;0.0;803.0;368.6666666666667;362.1666666666667;0.1402439024390244;-0.5342465753424658;0.9219391947411668;422.3833333333333;0.2877540650406505
Hospital Braga;Região de Saúde Norte;2013-01-01;2013;1;0.0;3213011.0;16527.0;11074.0;4407.0;1046.0;0.0;32909.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-02-01;2013;2;0.0;3213011.0;30869.0;21098.0;7884.0;1887.0;0.0;63297.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-03-01;2013;3;0.0;3213011.0;46020.0;31910.0;11283.0;2827.0;0.0;92546.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-04-01;2013;4;0.0;3213011.0;61070.0;42580.0;14671.0;3819.0;0.0;123886.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-05-01;2013;5;0.0;3213011.0;76953.0;53696.0;18332.0;4925.0;0.0;156859.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-06-01;2013;6;0.0;3213011.0;92222.0;64455.0;21798.0;5969.0;0.0;184014.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-07-01;2013;7;0.0;3213011.0;108505.0;76353.0;25055.0;7097.0;0.0;216683.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-08-01;2013;8;0.0;3213011.0;123940.0;87780.0;27858.0;8302.0;0.0;241210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-09-01;2013;9;0.0;3213011.0;138620.0;98488.0;30738.0;9394.0;0.0;273190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hospital Braga;Região de Saúde Norte;2013-10-01;2013;10;0.0;3213011.0;154520.0;109474.0;34606.0;10440.0;0.0;311822.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
