Período,Hospital,Região_x,Consumo,Sobra,Região_y,nr consultas,Região,Urgências Geral,Urgências Pediátricas,Urgência Obstetricia,Urgência Psiquiátrica,Total Urgências
2015-04,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,268,7127,,,,,,,,
2015-04,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,342,7702,,,,,,,,
2015-04,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,26,3003,,,,,,,,
2015-04,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,979,10822,,,,,,,,
2015-04,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1343,13753,,,,,,,,
2015-04,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1717,18102,,,,,,,,
2015-04,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,643,5860,,,,,,,,
2015-04,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,216,,,,,,,,
2015-05,Hospital Dr. Francisco Zagalo  - Ovar,Centro,32,581,,,,,,,,
2015-05,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,129,1775,,,,,,,,
2015-05,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,414,4748,,,,,,,,
2015-05,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,394,4282,,,,,,,,
2015-05,"Hospital Distrital de Santarém, E.P.E.",LVT,300,7147,,,,,,,,
2015-05,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,327,9709,,,,,,,,
2015-05,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,744,10587,,,,,,,,
2015-05,"Hospital Garcia da Orta, E.P.E.",LVT,475,10274,,,,,,,,
2015-05,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1304,14623,,,,,,,,
2015-05,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1401,13105,,,,,,,,
2015-05,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3574,31379,,,,,,,,
2015-05,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,2075,29137,,,,,,,,
2015-05,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1649,17078,,,,,,,,
2015-05,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1832,13842,,,,,,,,
2015-05,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1333,20946,,,,,,,,
2015-05,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,151,1914,,,,,,,,
2015-06,Hospital Dr. Francisco Zagalo  - Ovar,Centro,33,373,,,,,,,,
2015-06,"Centro Hospitalar do Oeste, E.P.E.",LVT,538,5773,,,,,,,,
2015-06,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,115,1911,,,,,,,,
2015-06,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,98,1909,,,,,,,,
2015-06,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,197,2820,,,,,,,,
2015-06,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,139,4481,,,,,,,,
2015-06,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,698,5999,,,,,,,,
2015-06,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,916,5600,,,,,,,,
2015-06,"Hospital Distrital de Santarém, E.P.E.",LVT,303,7534,,,,,,,,
2015-06,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,330,6579,,,,,,,,
2015-06,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,750,13204,,,,,,,,
2015-06,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,517,4399,,,,,,,,
2015-06,Centro Hospitalar Psiquiátrico de Lisboa,LVT,4,336,Região de Saúde LVT,33112.0,,,,,,
2015-07,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,390,5429,,,,,,,,
2015-07,"Hospital Distrital de Santarém, E.P.E.",LVT,477,7679,,,,,,,,
2015-07,"Hospital Garcia da Orta, E.P.E.",LVT,547,11271,,,,,,,,
2015-07,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,939,14190,,,,,,,,
2015-07,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,608,5878,,,,,,,,
2015-08,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,221,,,,,,,,
2015-08,Hospital Dr. Francisco Zagalo  - Ovar,Centro,19,257,,,,,,,,
2015-08,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,86,1572,,,,,,,,
2015-08,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,250,1943,,,,,,,,
2015-08,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,356,5924,,,,,,,,
2015-08,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,230,2974,,,,,,,,
2015-08,"Hospital Distrital de Santarém, E.P.E.",LVT,394,7447,,,,,,,,
2015-08,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,221,9460,,,,,,,,
2015-08,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,818,15431,,,,,,,,
2015-08,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,345,4133,,,,,,,,
2015-08,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3624,30011,,,,,,,,
2015-09,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,185,,,,,,,,
2015-09,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,64,3577,,,,,,,,
2015-09,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,348,4970,,,,,,,,
2015-09,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,411,8479,,,,,,,,
2015-09,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,349,5821,,,,,,,,
2015-09,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,422,6531,,,,,,,,
2015-09,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,395,7250,,,,,,,,
2015-09,"Hospital Garcia da Orta, E.P.E.",LVT,545,11258,,,,,,,,
2015-10,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2015-10,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,92,2021,,,,,,,,
2015-10,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,247,3146,,,,,,,,
2015-10,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,168,4137,,,,,,,,
2015-10,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1810,19084,,,,,,,,
2015-10,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,496,7160,,,,,,,,
2015-11,Hospital Dr. Francisco Zagalo  - Ovar,Centro,12,463,,,,,,,,
2015-11,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,446,5047,,,,,,,,
2015-11,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,610,7249,,,,,,,,
2015-11,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,23,3193,,,,,,,,
2015-11,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1368,21677,,,,,,,,
2015-11,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,163,,,,,,,,
2015-12,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,53,2310,,,,,,,,
2015-12,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,213,7528,,,,,,,,
2015-12,"Centro Hospitalar de Setúbal, E.P.E.",LVT,336,7594,,,,,,,,
2015-12,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1031,7475,,,,,,,,
2015-12,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,18,3346,,,,,,,,
2015-12,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,175,3768,,,,,,,,
2015-12,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,349,5061,,,,,,,,
2015-12,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1317,14089,,,,,,,,
2015-12,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,327,Região de Saúde LVT,64006.0,,,,,,
2016-01,Hospital Dr. Francisco Zagalo  - Ovar,Centro,22,353,,,,,,,,
2016-01,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,12,1989,,,,,,,,
2016-01,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,469,8114,,,,,,,,
2016-01,"Hospital Garcia da Orta, E.P.E.",LVT,678,12359,,,,,,,,
2016-02,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,342,5839,,,,,,,,
2016-02,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,376,5755,,,,,,,,
2016-02,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,388,11825,,,,,,,,
2016-02,"Centro Hospitalar de Setúbal, E.P.E.",LVT,383,6985,,,,,,,,
2016-02,"Hospital Distrital de Santarém, E.P.E.",LVT,470,8676,,,,,,,,
2016-02,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,343,5352,,,,,,,,
2016-02,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,998,15512,,,,,,,,
2016-02,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1696,30842,,,,,,,,
2016-02,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1755,19029,,,,,,,,
2016-02,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1205,16045,,,,,,,,
2016-02,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,546,4960,,,,,,,,
2016-03,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,99,6028,,,,,,,,
2016-03,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,549,8094,,,,,,,,
2016-03,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1211,16978,,,,,,,,
2016-03,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1386,13782,,,,,,,,
2016-03,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1768,31448,,,,,,,,
2016-04,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,210,,,,,,,,
2016-04,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,56,2361,,,,,,,,
2016-04,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,318,4949,,,,,,,,
2016-04,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,176,3420,,,,,,,,
2016-04,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,311,7999,,,,,,,,
2016-04,"Hospital Garcia da Orta, E.P.E.",LVT,585,11359,,,,,,,,
2016-04,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1366,12988,,,,,,,,
2016-04,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1940,30938,,,,,,,,
2016-04,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1328,14386,,,,,,,,
2016-04,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,150,2057,,,,,,,,
2016-05,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,4,,,,,,,,
2016-05,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,0,2008,,,,,,,,
2016-05,"Centro Hospitalar de Setúbal, E.P.E.",LVT,309,6545,,,,,,,,
2016-05,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,250,2968,,,,,,,,
2016-05,"Hospital Distrital de Santarém, E.P.E.",LVT,470,8448,,,,,,,,
2016-05,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,295,11028,,,,,,,,
2016-05,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,340,10663,,,,,,,,
2016-06,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,62,2007,,,,,,,,
2016-06,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,245,3156,,,,,,,,
2016-06,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,448,9963,,,,,,,,
2016-06,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,383,5521,,,,,,,,
2016-06,"Hospital Distrital de Santarém, E.P.E.",LVT,549,7766,,,,,,,,
2016-06,"Hospital Garcia da Orta, E.P.E.",LVT,681,10694,,,,,,,,
2016-06,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1065,21463,,,,,,,,
2016-06,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,365,Região de Saúde LVT,34274.0,,,,,,
2016-07,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,188,3457,,,,,,,,
2016-07,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,246,5241,,,,,,,,
2016-07,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,430,11156,,,,,,,,
2016-07,"Hospital Distrital de Santarém, E.P.E.",LVT,560,7638,,,,,,,,
2016-07,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,648,6360,,,,,,,,
2016-07,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,317,4040,,,,,,,,
2016-07,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,524,14781,,,,,,,,
2016-07,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,354,4326,,,,,,,,
2016-07,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1049,11330,,,,,,,,
2016-07,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,646,6086,,,,,,,,
2016-08,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,160,,,,,,,,
2016-08,"Hospital Distrital de Santarém, E.P.E.",LVT,751,7069,,,,,,,,
2016-08,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,576,6527,,,,,,,,
2016-08,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,391,9516,,,,,,,,
2016-08,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,836,7879,,,,,,,,
2016-08,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,350,4685,,,,,,,,
2016-08,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1110,11901,,,,,,,,
2016-08,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1664,24924,,,,,,,,
2016-08,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1230,11001,,,,,,,,
2016-09,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,196,,,,,,,,
2016-09,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,168,2131,,,,,,,,
2016-09,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,350,5372,,,,,,,,
2016-09,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,138,2742,,,,,,,,
2016-09,"Centro Hospitalar de Setúbal, E.P.E.",LVT,279,6291,,,,,,,,
2016-09,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,364,6555,,,,,,,,
2016-09,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,765,6730,,,,,,,,
2016-09,"Hospital Distrital de Santarém, E.P.E.",LVT,655,6960,,,,,,,,
2016-09,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,439,5902,,,,,,,,
2016-09,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,486,7127,,,,,,,,
2016-09,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,144,3472,,,,,,,,
2016-09,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,448,10403,,,,,,,,
2016-09,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,618,7381,,,,,,,,
2016-09,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,272,4330,,,,,,,,
2016-09,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1100,18829,,,,,,,,
2016-09,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1126,13091,,,,,,,,
2016-10,Hospital Dr. Francisco Zagalo  - Ovar,Centro,5,323,,,,,,,,
2016-10,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,77,1552,,,,,,,,
2016-10,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,364,5730,,,,,,,,
2016-10,"Centro Hospitalar de Setúbal, E.P.E.",LVT,230,6343,,,,,,,,
2016-10,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,251,6077,,,,,,,,
2016-10,"Hospital Distrital de Santarém, E.P.E.",LVT,397,7657,,,,,,,,
2016-10,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,2,3366,,,,,,,,
2016-11,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,173,,,,,,,,
2016-11,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,364,5810,,,,,,,,
2016-11,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,176,2419,,,,,,,,
2016-11,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,171,5000,,,,,,,,
2016-11,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,312,5711,,,,,,,,
2016-11,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,451,7002,,,,,,,,
2016-11,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,292,9613,,,,,,,,
2016-11,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1973,27523,,,,,,,,
2016-12,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,412,,,,,,,,
2016-12,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,129,4715,,,,,,,,
2016-12,"Centro Hospitalar do Oeste, E.P.E.",LVT,441,7498,,,,,,,,
2016-12,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,60,6177,,,,,,,,
2016-12,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,265,10029,,,,,,,,
2016-12,"Centro Hospitalar de Setúbal, E.P.E.",LVT,354,8874,,,,,,,,
2016-12,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,352,7674,,,,,,,,
2016-12,"Hospital Distrital de Santarém, E.P.E.",LVT,470,10134,,,,,,,,
2016-12,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,172,4381,,,,,,,,
2016-12,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,353,10939,,,,,,,,
2016-12,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1141,19802,,,,,,,,
2016-12,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,390,Região de Saúde LVT,65677.0,,,,,,
2017-01,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,155,4873,,,,,,,,
2017-01,"Centro Hospitalar do Oeste, E.P.E.",LVT,377,7373,,,,,,,,
2017-01,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,22,2494,,,,,,,,
2017-01,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,218,7296,,,,,,,,
2017-01,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,340,7330,,,,,,,,
2017-01,"Hospital Distrital de Santarém, E.P.E.",LVT,553,9328,,,,,,,,
2017-01,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,313,13103,,,,,,,,
2017-01,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,276,5114,,,,,,,,
2017-01,"Hospital Garcia da Orta, E.P.E.",LVT,409,14029,,,,,,,,
2017-01,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1104,16250,,,,,,,,
2017-01,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1806,30321,,,,,,,,
2017-01,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1056,15294,,,,,,,,
2017-01,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,414,Região de Saúde LVT,6037.0,,,,,,
2017-02,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,161,4907,,,,,,,,
2017-02,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,541,5790,,,,,,,,
2017-02,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,4,3128,,,,,,,,
2017-02,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1006,12843,,,,,,,,
2017-03,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,183,,,,,,,,
2017-03,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,163,2929,,,,,,,,
2017-03,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,436,5804,,,,,,,,
2017-03,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,283,12418,,,,,,,,
2017-03,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1136,13696,,,,,,,,
2017-03,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,143,1645,,,,,,,,
2017-04,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,216,4271,,,,,,,,
2017-04,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,209,6025,,,,,,,,
2017-04,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,859,12883,,,,,,,,
2017-04,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1253,12455,,,,,,,,
2017-04,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,2096,26016,,,,,,,,
2017-05,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,48,1729,,,,,,,,
2017-05,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,7,2027,,,,,,,,
2017-05,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,124,5228,,,,,,,,
2017-05,"Centro Hospitalar de Setúbal, E.P.E.",LVT,349,6293,,,,,,,,
2017-05,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,369,9338,,,,,,,,
2017-05,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1133,13264,,,,,,,,
2017-05,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,912,17301,,,,,,,,
2017-05,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,444,5421,,,,,,,,
2017-06,Hospital Dr. Francisco Zagalo  - Ovar,Centro,17,397,,,,,,,,
2017-06,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,3,,,,,,,,
2017-06,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,176,2794,,,,,,,,
2017-06,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,287,5404,,,,,,,,
2017-06,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,168,6313,,,,,,,,
2017-06,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,326,6464,,,,,,,,
2017-06,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,470,6757,,,,,,,,
2017-06,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,324,10368,,,,,,,,
2017-06,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,293,4714,,,,,,,,
2017-06,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,556,5716,,,,,,,,
2017-06,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,270,Região de Saúde LVT,33857.0,,,,,,
2017-07,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,30,425,,,,,,,,
2017-07,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,8,,,,,,,,
2017-07,"Centro Hospitalar do Oeste, E.P.E.",LVT,392,5439,,,,,,,,
2017-07,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,21,2030,,,,,,,,
2017-07,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,509,6482,,,,,,,,
2017-07,"Hospital Distrital de Santarém, E.P.E.",LVT,478,6130,,,,,,,,
2017-07,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,468,7599,,,,,,,,
2017-07,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,456,13209,,,,,,,,
2017-07,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1075,12301,,,,,,,,
2017-07,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1341,13997,,,,,,,,
2017-07,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,735,5630,,,,,,,,
2017-08,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,0,338,,,,,,,,
2017-08,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,49,1877,,,,,,,,
2017-08,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,369,4521,,,,,,,,
2017-08,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,360,6593,,,,,,,,
2017-08,"Hospital Distrital de Santarém, E.P.E.",LVT,439,6741,,,,,,,,
2017-08,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1044,11789,,,,,,,,
2017-08,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2847,28524,,,,,,,,
2017-09,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,3,,,,,,,,
2017-09,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,102,1537,,,,,,,,
2017-09,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,202,2785,,,,,,,,
2017-09,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,341,5177,,,,,,,,
2017-09,"Centro Hospitalar de Setúbal, E.P.E.",LVT,369,6268,,,,,,,,
2017-09,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,315,6054,,,,,,,,
2017-09,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,205,3403,,,,,,,,
2017-09,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,28,3118,,,,,,,,
2017-09,"Hospital Garcia da Orta, E.P.E.",LVT,415,11492,,,,,,,,
2017-09,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1603,25957,,,,,,,,
2017-09,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1302,17980,,,,,,,,
2017-09,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1136,20005,,,,,,,,
2017-09,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,577,4712,,,,,,,,
2017-09,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,331,,,,,,,,
2017-10,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,167,4047,,,,,,,,
2017-10,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,423,10450,,,,,,,,
2017-10,"Centro Hospitalar de Setúbal, E.P.E.",LVT,360,6852,,,,,,,,
2017-10,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,552,7229,,,,,,,,
2017-10,"Hospital Distrital de Santarém, E.P.E.",LVT,454,7874,,,,,,,,
2017-10,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,376,6194,,,,,,,,
2017-10,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,346,10194,,,,,,,,
2017-10,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,471,13632,,,,,,,,
2017-10,"Hospital Garcia da Orta, E.P.E.",LVT,320,12173,,,,,,,,
2017-10,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1274,12228,,,,,,,,
2017-10,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2313,37593,,,,,,,,
